id,flow1,flow2
8536,0.24,0.27
8537,0.52,0.56
8538,2.13,2.23
8539,0.27,0.29
8540,0.87,0.92
8541,1.1,1.16
8542,0.33,0.35
8543,0.14,0.17
8544,1.25,1.31
8545,2.64,2.76
8546,0.23,0.25
8547,3.56,3.72
8548,0.44,0.47
8549,0.17,0.21
8550,0.75,0.8
8551,0.27,0.29
8552,1.27,1.33
8553,0.33,0.36
8554,0.14,0.16
8555,0.28,0.29
8556,0.52,0.6
8557,0.21,0.24
8558,1.06,1.13
8559,0.17,0.21
8560,0.43,0.46
8561,0.45,0.48
8562,0.49,0.53
8563,0.18,0.2
8564,0.96,1.02
8565,0.29,0.33
8566,0.7,0.75
8567,0.7,0.75
8568,2.8,2.93
8569,0.42,0.5
8570,1.46,1.58
8571,2.55,2.66
8572,0.32,0.33
8573,0.99,1.05
8574,0.42,0.45
8575,2.25,2.35
8576,0.88,0.95
8577,0.49,0.53
8578,0.4,0.44
8579,0.34,0.37
8580,0.18,0.2
8581,0.17,0.19
8582,0.13,0.15
8583,0.36,0.39
8584,0.39,0.41
8585,0.22,0.25
8586,0.3,0.32
8587,1.05,1.12
8588,0.15,0.18
8589,0.72,0.77
8590,0.4,0.43
8591,3.09,3.22
8592,6.42,6.7
8593,0.32,0.37
8594,1.54,1.73
8595,1.19,1.25
8596,1.56,1.64
8597,1.1,1.16
8598,3.88,4.05
8599,0.32,0.34
8600,1.97,2.07
8601,0.13,0.16
8602,0.25,0.28
8603,0.13,0.15
8604,0.88,0.94
8605,0.13,0.15
8606,0.84,0.91
8607,0.14,0.16
8608,1.34,1.41
8609,0.14,0.16
8610,0.17,0.2
8611,1.1,1.19
8612,0.17,0.19
8613,0.22,0.27
8614,0.66,0.71
8615,0.12,0.14
8616,0.2,0.24
8617,0.17,0.19
8618,0.35,0.37
8619,1.06,1.13
8620,0.17,0.21
8621,0.35,0.37
8622,2.97,3.11
8623,0.17,0.19
8624,1.01,1.08
8625,0.3,0.33
8626,0.17,0.19
8627,0.37,0.39
8628,2.14,2.24
8629,0.29,0.31
8630,0.19,0.21
8631,1.04,1.1
8632,0.49,0.58
8633,1.73,1.82
8634,1.16,1.24
8635,0.28,0.3
8636,0.23,0.26
8637,0.13,0.16
8638,0.47,0.56
8639,0.13,0.16
8640,0.23,0.25
8641,1,1.07
8642,0.18,0.22
8643,0.35,0.38
8644,0.42,0.45
8645,1.13,1.21
8646,0.13,0.15
8647,0.21,0.26
8648,0.17,0.21
8649,0.39,0.41
8650,0.12,0.14
8651,0.34,0.36
8652,0.19,0.22
8653,0.25,0.26
8654,0.25,0.27
8655,1.15,1.25
8656,0.25,0.29
8657,0.19,0.21
8658,0.12,0.14
8659,0.86,0.98
8660,0.27,0.35
8661,0.76,0.88
8662,0.18,0.2
8663,0.17,0.19
8664,5.35,5.66
8665,0.2,0.22
8666,2.56,2.68
8667,0.13,0.16
8668,0.32,0.35
8669,2.67,2.79
8670,0.21,0.26
8671,0.3,0.38
8672,4.37,4.57
8673,0.27,0.31
8674,0.34,0.4
8675,0.19,0.22
8676,0.17,0.19
8677,0.14,0.17
8678,0.52,0.56
8679,2.03,2.12
8680,0.54,0.58
8681,0.33,0.36
8682,2.74,2.87
8683,0.22,0.24
8684,0.82,0.88
8685,1.16,1.22
8686,0.24,0.25
8687,0.46,0.51
8688,0.33,0.42
8689,0.37,0.4
8690,3.43,3.58
8691,0.21,0.24
8692,0.16,0.2
8693,0.46,0.49
8694,0.5,0.54
8695,0.38,0.41
8696,0.27,0.29
8697,1.24,1.31
8698,0.33,0.39
8699,1.13,1.2
8700,1.25,1.32
8701,0.33,0.35
8702,0.18,0.22
8703,2.69,2.81
8704,0.23,0.25
8705,0.3,0.32
8706,0.37,0.4
8707,2.34,2.45
8708,0.41,0.5
8709,0.12,0.15
8710,1.33,1.4
8711,0.26,0.28
8712,0.39,0.42
8713,0.42,0.46
8714,7.41,7.72
8715,0.51,0.55
8716,3.9,4.08
8717,0.16,0.2
8718,0.2,0.24
8719,0.47,0.51
8720,1.84,1.92
8721,0.25,0.31
8722,0.32,0.35
8723,0.19,0.2
8724,4.46,4.65
8725,1.06,1.13
8726,0.34,0.41
8727,0.64,0.69
8728,0.12,0.14
8729,0.34,0.36
8730,5.14,5.36
8731,0.62,0.67
8732,0.37,0.4
8733,0.37,0.4
8734,5.62,5.87
8735,4.03,4.23
8736,0.15,0.16
8737,1.27,1.35
8738,0.27,0.3
8739,5.09,5.34
8740,0.37,0.4
8741,0.32,0.37
8742,0.28,0.32
8743,0.24,0.28
8744,0.39,0.44
8745,0.28,0.32
8746,0.41,0.45
8747,0.38,0.41
8748,0.28,0.3
8749,0.43,0.5
8750,0.22,0.24
8751,3.4,3.56
8752,0.85,0.93
8753,0.45,0.57
8754,0.45,0.52
8755,0.24,0.26
8756,0.93,1.01
8757,0.32,0.36
8758,0.27,0.3
8759,0.86,0.94
8760,0.69,0.74
8761,3.14,3.28
8762,0.61,0.65
8763,5.86,6.16
8764,0.68,0.73
8765,0.3,0.32
8766,0.44,0.49
8767,0.38,0.42
8768,0.61,0.66
8769,0.36,0.39
8770,0.84,0.92
8771,1.36,1.42
8772,0.2,0.22
8773,0.63,0.7
8774,0.6,0.71
8775,0.13,0.15
8776,0.84,0.91
8777,3.9,4.09
8778,0.15,0.18
8779,0.26,0.3
8780,1.09,1.19
8781,0.66,0.71
8782,0.35,0.44
8783,1.21,1.31
8784,0.32,0.36
8785,0.27,0.31
8786,8.61,9.24
8787,0.24,0.27
8788,0.36,0.43
8789,0.3,0.34
8790,0.61,0.67
8791,0.2,0.23
8792,0.23,0.26
8793,0.62,0.66
8794,0.33,0.36
8795,0.35,0.39
8796,0.37,0.42
8797,0.46,0.5
8798,0.34,0.36
8799,0.79,0.87
8800,0.12,0.14
8801,0.82,0.86
8802,0.28,0.31
8803,0.28,0.32
8804,0.4,0.46
8805,0.31,0.34
8806,0.25,0.29
8807,0.16,0.18
8808,0.19,0.21
8809,0.29,0.32
8810,0.42,0.47
8811,0.68,0.76
8812,0.26,0.28
8813,0.22,0.24
8814,2.87,3
8815,0.11,0.12
8816,0.12,0.14
8817,0.67,0.92
8818,0.79,0.86
8819,1.18,1.24
8820,0.64,0.69
8821,0.39,0.45
8822,0.23,0.27
8823,8.03,8.47
8824,0.28,0.31
8825,0.69,0.74
8826,0.28,0.31
8827,0.72,0.83
8828,0.29,0.33
8829,1.84,1.92
8830,0.19,0.21
8831,0.31,0.36
8832,0.39,0.43
8833,1.26,1.33
8834,0.85,0.91
8835,0.36,0.4
8836,0.35,0.38
8837,1.04,1.1
8838,0.61,0.68
8839,3.83,4.01
8840,2.62,2.74
8841,0.34,0.38
8842,4.46,4.68
8843,0.27,0.31
8844,1.11,1.18
8845,0.49,0.54
8846,0.94,1.01
8847,0.47,0.51
8848,0.36,0.41
8849,0.64,0.76
8850,0.28,0.31
8851,0.22,0.23
8852,0.82,0.91
8853,0.45,0.52
8854,0.33,0.37
8855,3.65,3.82
8856,1.36,1.44
8857,0.24,0.28
8858,0.55,0.68
8859,0.39,0.43
8860,0.35,0.4
8861,0.36,0.41
8862,0.58,0.7
8863,0.36,0.39
8864,0.35,0.39
8865,0.17,0.22
8866,0.31,0.43
8867,0.52,0.55
8868,0.74,0.78
8869,0.11,0.13
8870,0.22,0.25
8871,0.12,0.13
8872,0.27,0.31
8873,0.26,0.29
8874,0.42,0.46
8875,0.26,0.3
8876,0.34,0.37
8877,0.33,0.35
8878,0.21,0.23
8879,0.1,0.12
8880,0.45,0.61
8881,0.41,0.47
8882,0.14,0.15
8883,6.83,7.18
8884,0.23,0.26
8885,0.77,0.84
8886,0.33,0.38
8887,0.27,0.31
8888,0.13,0.14
8889,0.35,0.4
8890,0.79,0.86
8891,0.19,0.21
8892,0.24,0.29
8893,0.77,0.84
8894,0.68,0.72
8895,0.27,0.3
8896,0.45,0.51
8897,0.42,0.45
8898,0.88,0.97
8899,0.41,0.45
8900,0.46,0.49
8901,0.78,0.82
8902,1.33,1.44
8903,0.94,1.02
8904,0.16,0.17
8905,0.61,0.64
8906,0.32,0.36
8907,0.37,0.4
8908,0.25,0.28
8909,0.67,0.7
8910,0.43,0.48
8911,0.4,0.44
8912,0.58,0.62
8913,0.52,0.57
8914,0.25,0.28
8915,1.46,1.53
8916,0.54,0.58
8917,0.21,0.23
8918,0.31,0.33
8919,0.23,0.25
8920,0.36,0.41
8921,0.28,0.31
8922,0.44,0.48
8923,0.54,0.57
8924,0.34,0.37
8925,0.38,0.43
8926,0.35,0.38
8927,0.4,0.47
8928,0.36,0.38
8929,0.1,0.12
8930,0.26,0.29
8931,0.21,0.28
8932,2.85,3.41
8933,0.37,0.4
8934,0.15,0.17
8935,0.57,0.63
8936,0.3,0.34
8937,0.57,0.61
8938,0.78,0.84
8939,0.19,0.21
8940,0.28,0.31
8941,0.82,0.88
8942,0.36,0.41
8943,0.29,0.33
8944,0.4,0.45
8945,0.35,0.4
8946,0.77,0.84
8947,0.64,0.67
8948,0.97,1.03
8949,0.37,0.41
8950,0.12,0.14
8951,0.48,0.51
8952,0.87,0.92
8953,0.27,0.29
8954,0.38,0.42
8955,0.5,0.55
8956,0.78,0.85
8957,0.79,0.88
8958,0.3,0.34
8959,0.2,0.22
8960,0.33,0.38
8961,0.45,0.49
8962,0.24,0.26
8963,0.64,0.68
8964,0.54,0.6
8965,0.19,0.21
8966,0.92,0.97
8967,0.12,0.14
8968,0.52,0.56
8969,0.54,0.68
8970,0.42,0.49
8971,0.33,0.38
8972,0.34,0.39
8973,0.4,0.45
8974,0.21,0.23
8975,0.23,0.26
8976,0.69,0.75
8977,0.62,0.69
8978,0.4,0.43
8979,0.2,0.23
8980,0.25,0.28
8981,0.22,0.26
8982,0.25,0.28
8983,0.13,0.14
8984,0.18,0.2
8985,0.33,0.37
8986,0.62,0.71
8987,0.2,0.21
8988,0.27,0.31
8989,0.79,0.86
8990,0.32,0.35
8991,0.31,0.35
8992,0.56,0.59
8993,0.44,0.47
8994,0.12,0.14
8995,0.38,0.42
8996,0.46,0.5
8997,1.44,1.55
8998,0.39,0.44
8999,0.26,0.3
9000,0.37,0.43
9001,0.22,0.26
9002,0.43,0.46
9003,0.46,0.52
9004,0.39,0.43
9005,0.22,0.26
9006,0.17,0.19
9007,0.72,0.76
9008,0.28,0.31
9009,0.3,0.33
9010,0.34,0.38
9011,0.22,0.25
9012,0.39,0.42
9013,0.74,0.83
9014,0.25,0.28
9015,0.25,0.27
9016,0.33,0.37
9017,9.28,9.82
9018,0.29,0.33
9019,0.31,0.35
9020,2.18,2.28
9021,0.2,0.22
9022,0.75,0.82
9023,0.5,0.53
9024,0.93,1.01
9025,0.42,0.45
9026,1.11,1.16
9027,0.65,0.7
9028,1.19,1.26
9029,0.33,0.38
9030,0.1,0.11
9031,0.4,0.44
9032,2.39,2.5
9033,0.98,1.03
9034,0.35,0.39
9035,0.29,0.33
9036,0.99,1.08
9037,1.49,1.59
9038,0.91,0.96
9039,1.57,1.65
9040,0.72,0.78
9041,0.28,0.31
9042,0.29,0.32
9043,2,2.09
9044,0.38,0.42
9045,0.3,0.33
9046,0.24,0.26
9047,0.56,0.61
9048,0.8,0.85
9049,0.32,0.34
9050,1.48,1.58
9051,0.39,0.44
9052,0.76,0.81
9053,0.21,0.24
9054,0.39,0.44
9055,0.26,0.29
9056,0.44,0.51
9057,0.24,0.28
9058,0.59,0.66
9059,0.21,0.24
9060,0.11,0.12
9061,0.11,0.13
9062,0.12,0.13
9063,0.45,0.5
9064,0.2,0.22
9065,0.27,0.3
9066,0.39,0.44
9067,0.41,0.48
9068,0.68,0.73
9069,0.14,0.16
9070,0.11,0.13
9071,0.16,0.18
9072,0.35,0.39
9073,0.12,0.14
9074,0.66,0.71
9075,1.04,1.09
9076,0.1,0.12
9077,0.41,0.44
9078,0.11,0.13
9079,0.86,0.94
9080,0.28,0.32
9081,0.5,0.53
9082,0.48,0.51
9083,0.28,0.32
9084,0.13,0.16
9085,0.17,0.2
9086,1.43,1.52
9087,0.7,0.74
9088,0.4,0.45
9089,0.6,0.64
9090,0.35,0.4
9091,0.4,0.45
9092,0.28,0.31
9093,0.63,0.68
9094,0.63,0.71
9095,0.13,0.15
9096,1.7,1.78
9097,0.38,0.4
9098,0.36,0.39
9099,0.33,0.37
9100,0.28,0.34
9101,0.92,1.1
9102,0.38,0.42
9103,0.51,0.55
9104,0.23,0.29
9105,0.14,0.16
9106,0.14,0.16
9107,0.14,0.16
9108,0.37,0.42
9109,0.16,0.18
9110,0.36,0.4
9111,2.2,2.34
9112,0.28,0.31
9113,0.29,0.33
9114,0.26,0.29
9115,0.09,0.11
9116,0.44,0.48
9117,0.78,0.83
9118,1.75,1.85
9119,0.23,0.26
9120,1.56,1.67
9121,0.39,0.45
9122,0.97,1.02
9123,0.35,0.39
9124,0.85,0.91
9125,0.13,0.16
9126,0.22,0.25
9127,1.45,1.54
9128,0.43,0.47
9129,0.54,0.58
9130,0.34,0.37
9131,0.32,0.38
9132,0.77,0.82
9133,0.13,0.15
9134,0.17,0.19
9135,0.3,0.35
9136,0.31,0.34
9137,0.2,0.22
9138,0.23,0.28
9139,0.85,0.9
9140,0.5,0.54
9141,1.97,2.09
9142,0.42,0.47
9143,0.1,0.11
9144,0.21,0.26
9145,0.37,0.4
9146,0.26,0.29
9147,3.65,4.12
9148,0.8,0.85
9149,0.31,0.36
9150,0.15,0.18
9151,0.16,0.18
9152,1.02,1.07
9153,0.84,0.91
9154,0.55,0.59
9155,0.28,0.33
9156,2.38,2.51
9157,0.11,0.12
9158,0.34,0.38
9159,0.4,0.47
9160,0.24,0.28
9161,0.11,0.12
9162,0.09,0.08
9163,0.39,0.43
9164,0.14,0.17
9165,0.29,0.32
9166,0.18,0.2
9167,5.02,5.5
9168,0.35,0.38
9169,0.31,0.37
9170,0.33,0.39
9171,0.24,0.3
9172,0.24,0.26
9173,2.36,2.5
9174,0.3,0.35
9175,0.22,0.25
9176,0.82,0.87
9177,0.28,0.34
9178,0.69,0.88
9179,3.2,3.38
9180,0.59,0.64
9181,0.27,0.29
9182,0.39,0.43
9183,0.09,0.08
9184,0.14,0.17
9185,0.7,0.76
9186,0.4,0.44
9187,0.76,0.81
9188,0.21,0.23
9189,0.76,0.81
9190,5.01,5.34
9191,0.17,0.19
9192,1.63,1.73
9193,0.1,0.12
9194,0.3,0.34
9195,1.33,1.49
9196,0.83,0.88
9197,0.17,0.19
9198,3.02,3.2
9199,0.37,0.41
9200,0.14,0.17
9201,0.39,0.48
9202,0.77,0.82
9203,0.5,0.54
9204,0.41,0.46
9205,0.37,0.41
9206,0.16,0.18
9207,0.39,0.42
9208,0.12,0.14
9209,0.18,0.19
9210,0.11,0.13
9211,1.12,1.19
9212,0.23,0.26
9213,1.05,1.12
9214,1.65,1.87
9215,4.58,5.07
9216,0.25,0.28
9217,0.28,0.31
9218,0.4,0.46
9219,0.29,0.33
9220,0.4,0.44
9221,0.98,1.04
9222,0.13,0.15
9223,0.91,0.97
9224,0.13,0.14
9225,0.19,0.22
9226,0.13,0.15
9227,0.11,0.12
9228,0.18,0.21
9229,0.33,0.37
9230,0.75,0.8
9231,0.17,0.19
9232,0.32,0.36
9233,0.19,0.21
9234,0.38,0.41
9235,0.36,0.42
9236,0.33,0.41
9237,0.55,0.59
9238,0.13,0.16
9239,0.18,0.2
9240,0.41,0.45
9241,1.4,1.5
9242,0.37,0.46
9243,0.31,0.36
9244,0.22,0.26
9245,0.23,0.25
9246,0.37,0.41
9247,0.33,0.4
9248,1.07,1.24
9249,0.13,0.15
9250,0.09,0.08
9251,1.22,1.38
9252,0.24,0.27
9253,0.4,0.45
9254,2.66,2.82
9255,0.45,0.5
9256,0.24,0.27
9257,0.18,0.2
9258,3.45,3.66
9259,0.41,0.46
9260,0.39,0.43
9261,0.92,0.97
9262,0.42,0.46
9263,0.1,0.12
9264,0.33,0.36
9265,0.34,0.42
9266,0.1,0.12
9267,0.3,0.32
9268,3.43,3.64
9269,0.35,0.43
9270,0.4,0.45
9271,0.35,0.41
9272,0.47,0.52
9273,0.33,0.37
9274,0.09,0.08
9275,0.38,0.44
9276,0.1,0.11
9277,0.58,0.62
9278,5.78,6.2
9279,0.29,0.34
9280,1.26,1.34
9281,0.13,0.15
9282,5.64,6.12
9283,0.1,0.11
9284,0.36,0.41
9285,4.5,4.79
9286,0.19,0.21
9287,0.15,0.17
9288,0.3,0.38
9289,0.67,0.71
9290,0.16,0.19
9291,0.31,0.35
9292,0.2,0.22
9293,0.32,0.38
9294,0.56,0.6
9295,0.12,0.14
9296,0.69,0.74
9297,0.37,0.42
9298,0.26,0.28
9299,3.45,3.67
9300,1.57,1.67
9301,0.28,0.31
9302,2.92,3.09
9303,0.59,0.63
9304,0.63,0.67
9305,0.3,0.33
9306,0.73,0.78
9307,0.29,0.31
9308,0.35,0.4
9309,1.31,1.4
9310,0.27,0.3
9311,2.55,2.88
9312,0.79,0.98
9313,3.96,4.2
9314,0.36,0.39
9315,0.75,0.79
9316,0.37,0.41
9317,0.37,0.42
9318,0.09,0.08
9319,0.32,0.35
9320,0.39,0.44
9321,0.34,0.37
9322,2.72,2.9
9323,0.14,0.16
9324,0.09,0.08
9325,0.25,0.27
9326,2.1,2.23
9327,0.36,0.4
9328,0.34,0.43
9329,0.11,0.13
9330,1.56,1.67
9331,0.56,0.75
9332,0.76,0.81
9333,1.06,1.13
9334,0.45,0.48
9335,0.18,0.23
9336,0.17,0.18
9337,1.19,1.27
9338,0.15,0.18
9339,0.36,0.4
9340,0.88,0.92
9341,1.93,2.04
9342,0.13,0.15
9343,0.14,0.15
9344,0.29,0.32
9345,0.14,0.17
9346,1.58,1.69
9347,0.29,0.34
9348,0.35,0.4
9349,0.54,0.58
9350,2.14,2.26
9351,0.42,0.47
9352,2.01,2.13
9353,0.25,0.27
9354,0.36,0.41
9355,0.61,0.65
9356,0.29,0.33
9357,0.4,0.48
9358,0.57,0.61
9359,0.26,0.28
9360,0.47,0.51
9361,0.13,0.15
9362,0.62,0.66
9363,0.31,0.34
9364,0.53,0.57
9365,0.48,0.53
9366,0.3,0.36
9367,0.41,0.47
9368,1.05,1.11
9369,0.4,0.45
9370,0.27,0.3
9371,0.36,0.41
9372,0.38,0.42
9373,0.19,0.22
9374,0.3,0.35
9375,0.71,0.76
9376,0.35,0.39
9377,0.4,0.44
9378,1.36,1.45
9379,0.38,0.41
9380,2.55,2.71
9381,0.36,0.38
9382,0.19,0.21
9383,1.46,1.63
9384,0.53,0.57
9385,0.65,0.69
9386,0.28,0.31
9387,0.38,0.43
9388,0.37,0.41
9389,0.13,0.16
9390,0.15,0.19
9391,1.51,1.61
9392,0.37,0.44
9393,0.37,0.4
9394,0.37,0.41
9395,3.12,3.34
9396,0.34,0.38
9397,0.31,0.37
9398,0.52,0.56
9399,0.46,0.5
9400,0.75,0.8
9401,0.14,0.17
9402,0.14,0.16
9403,0.15,0.17
9404,0.3,0.35
9405,0.18,0.21
9406,0.33,0.36
9407,0.17,0.19
9408,0.29,0.34
9409,0.24,0.29
9410,0.12,0.14
9411,2.49,2.63
9412,0.35,0.4
9413,0.37,0.42
9414,0.19,0.21
9415,0.17,0.19
9416,0.97,1.03
9417,0.32,0.35
9418,0.24,0.26
9419,0.12,0.13
9420,1.04,1.1
9421,0.66,0.7
9422,0.35,0.44
9423,0.22,0.24
9424,0.09,0.11
9425,0.39,0.43
9426,0.49,0.52
9427,0.33,0.39
9428,0.28,0.3
9429,2.4,2.53
9430,0.27,0.3
9431,0.15,0.17
9432,0.24,0.29
9433,0.23,0.25
9434,0.7,0.75
9435,0.36,0.39
9436,0.41,0.45
9437,0.42,0.45
9438,0.13,0.15
9439,0.38,0.43
9440,0.14,0.17
9441,0.39,0.45
9442,0.29,0.32
9443,0.12,0.14
9444,0.22,0.24
9445,0.33,0.4
9446,0.3,0.34
9447,0.26,0.32
9448,0.27,0.29
9449,0.11,0.13
9450,0.19,0.22
9451,0.29,0.34
9452,2.53,2.67
9453,0.8,0.85
9454,0.23,0.26
9455,0.34,0.38
9456,2.65,2.79
9457,0.45,0.57
9458,0.32,0.41
9459,0.18,0.2
9460,0.19,0.21
9461,0.46,0.51
9462,0.24,0.26
9463,0.39,0.44
9464,0.17,0.2
9465,5.38,5.75
9466,0.14,0.15
9467,3.09,3.19
9468,1.34,1.42
9469,0.77,0.83
9470,1.49,1.57
9471,2,2.13
9472,0.58,0.63
9473,3.49,3.64
9474,0.66,0.7
9475,1.79,1.9
9476,2.34,2.45
9477,0.46,0.49
9478,4.11,4.29
9479,0.69,0.74
9480,0.51,0.57
9481,2.48,2.63
9482,0.95,1.03
9483,0.84,0.89
9484,2.39,2.49
9485,2.02,2.15
9486,1.37,1.45
9487,0.8,0.84
9488,9.98,10.39
9489,0.31,0.33
9490,3.05,3.2
9491,2.08,2.18
9492,5.92,6.16
9493,4.74,5.01
9494,1.97,2.08
9495,1.84,1.93
9496,4.54,4.77
9497,3.22,3.44
9498,3.15,3.27
9499,0.15,0.16
9500,0.12,0.14
9501,0.74,0.78
9502,0.43,0.46
9503,0.73,0.78
9504,0.64,0.69
9505,2.68,2.78
9506,1.23,1.29
9507,0.36,0.39
9508,2.59,2.72
9509,0.34,0.38
9510,0.64,0.68
9511,2.88,3.08
9512,1.69,1.77
9513,2.03,2.13
9514,2.94,3.1
9515,1.73,1.82
9516,1.46,1.56
9517,4.46,4.65
9518,0.68,0.78
9519,1.24,1.31
9520,3.48,3.68
9521,1.57,1.64
9522,0.77,0.86
9523,2.74,2.82
9524,0.46,0.52
9525,0.24,0.25
9526,0.54,0.57
9527,0.26,0.28
9528,2.93,3.02
9529,0.12,0.13
9530,4.9,5.1
9531,7.4,7.76
9532,0.53,0.6
9533,7.95,8.36
9534,4.1,4.3
9535,2.56,2.71
9536,18.34,18.95
9537,2.6,2.74
9538,0.73,0.77
9539,1.56,1.63
9540,0.23,0.24
9541,1.07,1.13
9542,0.51,0.54
9543,0.16,0.17
9544,0.86,0.94
9545,0.4,0.42
9546,0.58,0.63
9547,3.15,3.28
9548,1.48,1.54
9549,2.53,2.65
9550,13.69,14.23
9551,4.31,4.56
9552,0.7,0.75
9553,4.6,4.82
9554,0.48,0.52
9555,2.68,2.79
9556,0.94,1.03
9557,0.35,0.4
9558,4.34,4.57
9559,0.56,0.59
9560,0.56,0.6
9561,3.68,3.84
9562,0.44,0.46
9563,0.55,0.59
9564,1.48,1.58
9565,0.4,0.43
9566,2.85,3.05
9567,0.19,0.2
9568,0.94,0.99
9569,0.11,0.12
9570,0.32,0.34
9571,1.41,1.5
9572,0.24,0.26
9573,3.62,3.79
9574,3.33,3.46
9575,7.11,7.36
9576,2.22,2.36
9577,0.45,0.49
9578,3.96,4.1
9579,4.15,4.33
9580,2.24,2.39
9581,0.83,0.88
9582,0.4,0.43
9583,1.91,2
9584,2.88,2.98
9585,2.8,2.91
9586,0.6,0.64
9587,4.41,4.68
9588,2.42,2.55
9589,0.52,0.55
9590,0.82,0.87
9591,5.08,5.34
9592,0.96,1.02
9593,0.1,0.11
9594,3.39,3.56
9595,0.81,0.87
9596,9.2,9.61
9597,1.41,1.49
9598,2,2.14
9599,2.9,3.01
9600,4,4.16
9601,0.68,0.72
9602,0.37,0.4
9603,0.84,0.94
9604,2.32,2.44
9605,0.65,0.73
9606,0.34,0.38
9607,0.22,0.24
9608,0.86,0.92
9609,0.13,0.14
9610,0.98,1.03
9611,0.36,0.41
9612,0.53,0.56
9613,0.97,1.06
9614,1.72,1.84
9615,0.2,0.21
9616,0.9,0.97
9617,4.04,4.21
9618,3.68,3.87
9619,1.14,1.21
9620,7.08,7.38
9621,1.86,1.96
9622,0.37,0.4
9623,0.69,0.73
9624,0.94,1.02
9625,0.14,0.16
9626,4.31,4.56
9627,0.79,0.83
9628,0.14,0.15
9629,2.17,2.27
9630,0.69,0.74
9631,0.39,0.43
9632,0.78,0.82
9633,8.93,9.31
9634,3.66,3.83
9635,1.57,1.7
9636,0.7,0.74
9637,3.59,3.74
9638,1.38,1.47
9639,0.55,0.58
9640,0.17,0.18
9641,3.84,4.04
9642,1.21,1.28
9643,2.18,2.3
9644,0.51,0.56
9645,3.73,3.93
9646,0.15,0.17
9647,0.96,1.02
9648,2.42,2.52
9649,0.4,0.44
9650,1.41,1.49
9651,0.1,0.11
9652,0.65,0.7
9653,4.55,4.74
9654,4.88,5.07
9655,2.76,2.85
9656,11.98,12.49
9657,0.12,0.13
9658,0.76,0.8
9659,0.88,0.94
9660,2.8,2.91
9661,0.54,0.59
9662,0.21,0.23
9663,5.1,5.31
9664,0.48,0.51
9665,2.05,2.16
9666,0.64,0.69
9667,3.76,3.91
9668,0.17,0.18
9669,0.85,0.9
9670,1.42,1.5
9671,0.5,0.54
9672,0.88,0.93
9673,1.15,1.22
9674,0.41,0.44
9675,12.27,12.76
9676,0.37,0.4
9677,0.12,0.13
9678,2.18,2.29
9679,1.82,1.96
9680,2.98,3.11
9681,1.76,1.84
9682,1.93,2.05
9683,1.41,1.47
9684,3.09,3.28
9685,2.49,2.64
9686,0.36,0.39
9687,3.1,3.19
9688,1.78,1.89
9689,0.38,0.51
9690,0.36,0.39
9691,0.58,0.62
9692,8.25,8.58
9693,0.66,0.72
9694,0.11,0.12
9695,3.47,3.61
9696,0.2,0.22
9697,0.59,0.62
9698,0.49,0.52
9699,0.36,0.39
9700,20.4,21.24
9701,0.72,0.77
9702,0.61,0.65
9703,0.44,0.48
9704,1.51,1.6
9705,0.48,0.52
9706,3.04,3.15
9707,1.42,1.5
9708,4.16,4.33
9709,0.52,0.56
9710,0.66,0.7
9711,0.39,0.41
9712,1.28,1.35
9713,0.19,0.21
9714,0.65,0.7
9715,2.15,2.28
9716,0.25,0.27
9717,1,1.08
9718,1.14,1.2
9719,0.15,0.16
9720,1.96,2.09
9721,1.47,1.57
9722,3.95,4.12
9723,1.06,1.11
9724,0.77,0.82
9725,5.3,5.56
9726,0.62,0.66
9727,0.13,0.15
9728,2.24,2.43
9729,0.88,0.97
9730,3.47,3.59
9731,0.52,0.57
9732,0.42,0.46
9733,1.04,1.11
9734,5.75,5.96
9735,0.82,0.88
9736,2.45,2.59
9737,1.38,1.45
9738,1.44,1.5
9739,1,1.11
9740,3.43,3.64
9741,0.39,0.43
9742,0.39,0.42
9743,1.96,2.08
9744,20.7,21.59
9745,15.98,16.66
9746,0.97,1.04
9747,1.63,1.73
9748,3.64,3.8
9749,1.67,1.74
9750,0.33,0.36
9751,0.35,0.41
9752,0.46,0.5
9753,0.45,0.51
9754,3.88,4.04
9755,0.39,0.44
9756,2.72,2.86
9757,0.42,0.45
9758,0.42,0.45
9759,2.39,2.52
9760,5.04,5.28
9761,1.31,1.41
9762,6.7,6.94
9763,3.25,3.41
9764,0.62,0.66
9765,1.01,1.08
9766,0.51,0.54
9767,1.64,1.74
9768,3.36,3.54
9769,0.51,0.6
9770,6.22,6.53
9771,0.99,1.06
9772,0.27,0.29
9773,1.14,1.19
9774,3.18,3.38
9775,0.47,0.5
9776,0.75,0.79
9777,6.1,6.42
9778,1.49,1.58
9779,0.11,0.12
9780,3.41,3.58
9781,1.06,1.12
9782,0.62,0.66
9783,1,1.06
9784,1.25,1.32
9785,4.61,4.76
9786,0.98,1.04
9787,0.86,0.93
9788,0.38,0.4
9789,0.13,0.14
9790,1.86,1.98
9791,0.92,0.96
9792,0.91,0.96
9793,1.34,1.41
9794,8.43,8.78
9795,2.02,2.13
9796,0.18,0.19
9797,0.16,0.17
9798,6.93,7.21
9799,5.86,6.11
9800,0.11,0.12
9801,4.73,5.02
9802,0.35,0.37
9803,2.06,2.18
9804,0.44,0.48
9805,4.5,4.65
9806,0.28,0.3
9807,0.65,0.69
9808,2.78,2.87
