id,flow1,flow2
9809,0.59,0.67
9810,2,2.09
9811,0.37,0.41
9812,0.91,0.97
9813,0.11,0.13
9814,0.44,0.47
9815,0.57,0.61
9816,2.2,2.29
9817,0.46,0.5
9818,1.6,1.69
9819,3.7,3.87
9820,0.43,0.47
9821,1.33,1.39
9822,3.52,3.69
9823,0.13,0.14
9824,0.3,0.32
9825,1.5,1.59
9826,0.34,0.37
9827,0.47,0.5
9828,0.52,0.59
9829,0.18,0.2
9830,0.74,0.82
9831,1.99,2.09
9832,0.25,0.31
9833,0.11,0.13
9834,0.13,0.16
9835,0.08,0.08
9836,0.09,0.11
9837,0.14,0.18
9838,0.1,0.12
9839,0.1,0.13
9840,0.13,0.15
9841,0.1,0.13
9842,0.25,0.3
9843,0.1,0.12
9844,0.09,0.11
9845,0.13,0.17
9846,0.1,0.13
9847,0.1,0.13
9848,0.09,0.11
9849,0.08,0.11
9850,0.11,0.13
9851,0.11,0.14
9852,0.1,0.13
9853,0.19,0.22
9854,0.09,0.12
9855,0.1,0.12
9856,0.09,0.12
9857,0.08,0.08
9858,0.1,0.11
9859,0.09,0.11
9860,0.1,0.13
9861,0.08,0.08
9862,0.09,0.11
9863,0.14,0.19
9864,0.11,0.13
9865,0.08,0.08
9866,0.09,0.11
9867,0.07,0.06
9868,0.09,0.12
9869,0.11,0.14
9870,0.12,0.13
9871,0.07,0.08
9872,0.09,0.12
9873,0.09,0.11
9874,0.06,0.06
9875,0.08,0.06
9876,0.14,0.17
9877,0.26,0.32
9878,0.15,0.19
9879,0.1,0.13
9880,0.05,0.06
9881,0.1,0.12
9882,0.1,0.13
9883,0.09,0.11
9884,0.09,0.11
9885,0.1,0.13
9886,0.12,0.14
9887,0.08,0.11
9888,0.11,0.13
9889,0.08,0.06
9890,0.07,0.06
9891,0.1,0.12
9892,0.14,0.19
9893,0.11,0.13
9894,0.21,0.25
9895,0.11,0.14
9896,0.14,0.16
9897,0.22,0.25
9898,0.15,0.18
9899,0.08,0.08
9900,0.06,0.06
9901,0.07,0.06
9902,0.07,0.08
9903,0.25,0.3
9904,0.12,0.16
9905,0.11,0.13
9906,0.1,0.13
9907,0.07,0.06
9908,0.1,0.12
9909,0.1,0.12
9910,0.09,0.11
9911,0.09,0.11
9912,0.1,0.13
9913,0.09,0.12
9914,0.06,0.06
9915,0.16,0.21
9916,0.09,0.11
9917,0.1,0.11
9918,0.07,0.06
9919,0.07,0.06
9920,0.09,0.11
9921,0.11,0.14
9922,0.1,0.13
9923,0.1,0.11
9924,0.11,0.13
9925,0.18,0.22
9926,0.23,0.27
9927,0.27,0.34
9928,0.24,0.29
9929,0.11,0.14
9930,0.11,0.14
9931,0.1,0.13
9932,0.15,0.19
9933,0.2,0.23
9934,0.11,0.13
9935,0.07,0.06
9936,0.08,0.06
9937,0.12,0.15
9938,0.13,0.15
9939,0.12,0.14
9940,0.19,0.22
9941,0.14,0.18
9942,0.07,0.06
9943,0.09,0.11
9944,0.1,0.13
9945,0.08,0.08
9946,0.1,0.12
9947,0.11,0.14
9948,0.1,0.12
9949,0.1,0.11
9950,0.1,0.11
9951,0.07,0.06
9952,0.09,0.11
9953,0.1,0.13
9954,0.14,0.17
9955,0.1,0.13
9956,0.08,0.08
9957,0.2,0.26
9958,0.1,0.13
9959,0.09,0.11
9960,0.1,0.12
9961,0.1,0.13
9962,0.09,0.11
9963,0.1,0.13
9964,0.19,0.23
9965,0.12,0.13
9966,0.14,0.17
9967,0.11,0.13
9968,0.09,0.11
9969,0.1,0.13
9970,0.09,0.12
9971,0.13,0.14
9972,0.17,0.21
9973,0.09,0.11
9974,0.18,0.21
9975,0.11,0.14
9976,0.1,0.12
9977,0.2,0.24
9978,0.12,0.17
9979,0.18,0.25
9980,0.1,0.12
9981,0.1,0.12
9982,0.11,0.13
9983,0.07,0.06
9984,0.22,0.26
9985,0.11,0.13
9986,0.1,0.12
9987,0.15,0.18
9988,0.07,0.06
9989,0.1,0.12
9990,0.09,0.12
9991,0.09,0.11
9992,0.18,0.2
9993,0.1,0.11
9994,0.07,0.08
9995,0.1,0.12
9996,0.1,0.12
9997,0.13,0.15
9998,0.09,0.11
9999,0.22,0.27
10000,0.1,0.12
10001,0.17,0.22
10002,0.11,0.12
10003,0.08,0.08
10004,0.11,0.12
10005,0.17,0.2
10006,0.14,0.17
10007,0.09,0.12
10008,0.13,0.17
10009,0.1,0.12
10010,0.07,0.06
10011,0.1,0.12
10012,0.09,0.11
10013,0.09,0.08
10014,0.15,0.17
10015,0.1,0.12
10016,0.08,0.08
10017,0.09,0.11
10018,0.17,0.19
10019,0.09,0.11
10020,0.23,0.28
10021,0.13,0.17
10022,0.09,0.11
10023,0.08,0.08
10024,0.15,0.2
10025,0.14,0.16
10026,0.1,0.13
10027,0.12,0.15
10028,0.14,0.16
10029,0.19,0.23
10030,0.28,0.35
10031,0.14,0.16
10032,0.27,0.38
10033,0.11,0.13
10034,0.1,0.12
10035,0.09,0.11
10036,0.08,0.11
10037,0.1,0.14
10038,0.09,0.11
10039,0.08,0.11
10040,0.08,0.08
10041,0.1,0.12
10042,0.15,0.18
10043,0.09,0.12
10044,0.06,0.08
10045,0.11,0.13
10046,0.1,0.13
10047,0.12,0.13
10048,0.11,0.15
10049,0.11,0.13
10050,0.1,0.14
10051,0.1,0.12
10052,0.09,0.11
10053,0.08,0.08
10054,0.11,0.13
10055,0.07,0.08
10056,0.06,0.06
10057,0.11,0.14
10058,0.29,0.38
10059,0.11,0.14
10060,0.1,0.13
10061,0.07,0.08
10062,0.07,0.06
10063,0.06,0.06
10064,0.07,0.06
10065,0.09,0.12
10066,0.07,0.08
10067,0.09,0.11
10068,0.13,0.17
10069,0.08,0.08
10070,0.22,0.26
10071,0.12,0.14
10072,0.3,0.42
10073,0.16,0.18
10074,0.11,0.12
10075,0.06,0.06
10076,0.13,0.15
10077,0.07,0.08
10078,0.1,0.13
10079,0.07,0.06
10080,0.06,0.06
10081,0.09,0.11
10082,0.06,0.06
10083,0.09,0.11
10084,0.13,0.15
10085,0.12,0.16
10086,0.1,0.12
10087,0.09,0.11
10088,0.22,0.26
10089,0.12,0.16
10090,0.12,0.16
10091,0.11,0.13
10092,0.07,0.06
10093,0.11,0.12
10094,0.12,0.13
10095,0.1,0.13
10096,0.23,0.28
10097,0.09,0.12
10098,0.08,0.08
10099,0.09,0.12
10100,0.17,0.23
10101,0.1,0.13
10102,0.15,0.17
10103,0.1,0.11
10104,0.08,0.08
10105,0.06,0.06
10106,0.07,0.06
10107,0.07,0.06
10108,0.1,0.12
10109,0.1,0.13
10110,0.07,0.06
10111,0.13,0.17
10112,0.1,0.12
10113,0.09,0.11
10114,0.11,0.13
10115,0.11,0.13
10116,0.08,0.11
10117,0.07,0.06
10118,0.13,0.17
10119,0.11,0.13
10120,0.08,0.08
10121,0.23,0.27
10122,0.11,0.13
10123,0.09,0.11
10124,0.3,0.4
10125,0.1,0.13
10126,0.11,0.12
10127,0.09,0.11
10128,0.15,0.17
10129,0.11,0.13
10130,0.11,0.14
10131,0.1,0.11
10132,0.13,0.16
10133,0.18,0.24
10134,0.08,0.08
10135,0.08,0.08
10136,0.1,0.12
10137,0.16,0.18
10138,0.05,0.06
10139,0.08,0.11
10140,0.09,0.11
10141,0.23,0.27
10142,0.09,0.11
10143,0.16,0.22
10144,0.14,0.17
10145,0.24,0.28
10146,0.07,0.08
10147,0.11,0.13
10148,0.05,0.06
10149,0.07,0.08
10150,0.12,0.14
10151,0.11,0.14
10152,0.09,0.11
10153,0.1,0.11
10154,0.15,0.2
10155,0.08,0.08
10156,0.07,0.08
10157,0.14,0.16
10158,0.06,0.06
10159,0.09,0.11
10160,0.09,0.11
10161,0.09,0.08
10162,0.23,0.27
10163,0.19,0.26
10164,0.2,0.23
10165,0.12,0.14
10166,0.11,0.14
10167,0.22,0.26
10168,0.09,0.11
10169,0.09,0.11
10170,0.11,0.13
10171,0.1,0.11
10172,0.09,0.11
10173,0.1,0.12
10174,0.19,0.27
10175,0.08,0.06
10176,0.13,0.17
10177,0.1,0.12
10178,0.09,0.11
10179,0.09,0.12
10180,0.07,0.08
10181,0.11,0.13
10182,0.13,0.17
10183,0.07,0.08
10184,0.08,0.06
10185,0.09,0.11
10186,0.07,0.06
10187,0.1,0.12
10188,0.1,0.12
10189,0.07,0.06
10190,0.12,0.16
10191,0.09,0.12
10192,0.07,0.06
10193,0.1,0.13
10194,0.09,0.11
10195,0.06,0.06
10196,0.06,0.06
10197,7.77,8.22
10198,0.43,0.5
10199,0.83,0.88
10200,2.67,2.79
10201,0.26,0.29
10202,1.69,1.8
10203,2.07,2.18
10204,1.94,2.04
10205,0.79,0.84
10206,1.55,1.65
10207,5.36,5.66
10208,0.52,0.6
10209,1.16,1.26
10210,0.33,0.38
10211,0.31,0.35
10212,0.37,0.45
10213,0.85,0.9
10214,2.18,2.28
10215,0.91,1.09
10216,0.71,0.8
10217,0.29,0.34
10218,3.34,3.49
10219,0.65,0.71
10220,0.35,0.41
10221,0.75,0.82
10222,0.28,0.32
10223,4.18,4.4
10224,2.97,3.1
10225,2.65,2.79
10226,1.16,1.24
10227,0.33,0.39
10228,0.39,0.45
10229,6.84,7.36
10230,0.24,0.26
10231,0.28,0.33
10232,0.7,0.74
10233,0.59,0.63
10234,0.72,0.76
10235,1.64,1.75
10236,0.62,0.66
10237,0.49,0.57
10238,0.95,1
10239,1.34,1.42
10240,0.34,0.4
10241,1.53,1.6
10242,1.52,1.59
10243,1.11,1.22
10244,0.43,0.49
10245,4.79,5.13
10246,0.65,0.69
10247,2.56,2.71
10248,2.22,2.56
10249,0.83,0.9
10250,0.9,1
10251,1.41,1.49
10252,1.42,1.49
10253,0.65,0.72
10254,0.47,0.56
10255,0.4,0.45
10256,0.29,0.32
10257,2.94,3.09
10258,0.89,0.94
10259,0.63,0.66
10260,0.58,0.61
10261,0.62,0.71
10262,1.59,1.68
10263,0.25,0.27
10264,2.31,2.43
10265,0.19,0.21
10266,2.65,2.8
10267,1.12,1.19
10268,1.58,1.68
10269,0.95,1.01
10270,0.37,0.42
10271,2.82,2.97
10272,0.42,0.52
10273,1.68,1.79
10274,2.42,2.55
10275,0.29,0.35
10276,0.66,0.75
10277,0.31,0.37
10278,1.1,1.17
10279,0.4,0.46
10280,1.31,1.38
10281,0.17,0.19
10282,1.08,1.17
10283,1.62,1.7
10284,0.48,0.52
10285,0.33,0.38
10286,1.49,1.62
10287,0.9,0.95
10288,1.74,1.84
10289,4.53,4.76
10290,1.29,1.39
10291,3.95,4.15
10292,1.24,1.32
10293,0.92,0.97
10294,1.15,1.2
10295,0.32,0.36
10296,1.32,1.38
10297,2.42,2.56
10298,1.32,1.42
10299,0.26,0.28
10300,0.75,0.86
10301,0.76,0.8
10302,0.65,0.7
10303,0.46,0.55
10304,0.46,0.57
10305,0.28,0.32
10306,0.43,0.46
10307,0.35,0.4
10308,0.29,0.33
10309,0.68,0.73
10310,0.35,0.39
10311,2.69,2.84
10312,0.31,0.35
10313,0.79,0.86
10314,0.37,0.4
10315,0.5,0.59
10316,0.25,0.28
10317,0.37,0.42
10318,1.26,1.36
10319,0.6,0.64
10320,1.01,1.06
10321,2.1,2.22
10322,0.35,0.38
10323,0.17,0.19
10324,1.2,1.28
10325,0.91,1.01
10326,0.28,0.33
10327,0.31,0.33
10328,1.17,1.24
10329,0.32,0.39
10330,0.59,0.62
10331,3.67,3.88
10332,1.01,1.1
10333,4.65,5.16
10334,0.36,0.42
10335,4.67,5.04
10336,0.81,0.86
10337,0.35,0.41
10338,0.79,0.85
10339,0.72,0.76
10340,0.29,0.34
10341,0.86,0.94
10342,0.5,0.54
10343,1.54,1.64
10344,0.53,0.57
10345,0.9,0.95
10346,1.28,1.36
10347,4.3,4.49
10348,0.44,0.56
10349,1.26,1.38
10350,0.73,0.78
10351,0.3,0.34
10352,0.55,0.62
10353,0.45,0.48
10354,0.8,0.84
10355,0.58,0.67
10356,0.47,0.54
10357,1.22,1.32
10358,0.24,0.27
10359,1.72,1.81
10360,1.98,2.09
10361,0.41,0.47
10362,0.27,0.32
10363,3.59,3.8
10364,0.21,0.23
10365,1.14,1.2
10366,0.32,0.34
10367,0.44,0.53
10368,0.45,0.52
10369,0.71,0.78
10370,1.22,1.29
10371,0.29,0.34
10372,0.34,0.39
10373,0.22,0.25
10374,0.3,0.36
10375,1.47,1.55
10376,0.32,0.37
10377,1.99,2.08
10378,0.54,0.61
10379,0.23,0.26
10380,0.65,0.69
10381,0.18,0.2
10382,5.87,6.31
10383,6.17,6.58
10384,1.65,1.75
10385,0.28,0.3
10386,0.88,0.95
10387,4.55,4.78
10388,0.44,0.51
10389,0.42,0.48
10390,0.28,0.31
10391,0.46,0.53
10392,2.54,2.67
10393,0.32,0.36
10394,1.4,1.48
10395,1.76,1.9
10396,3.29,3.46
10397,0.77,0.88
10398,0.46,0.56
10399,0.56,0.6
10400,1.06,1.16
10401,0.92,1
10402,0.39,0.44
10403,0.35,0.41
10404,0.51,0.59
10405,2.81,2.96
10406,0.34,0.36
10407,0.16,0.19
10408,0.28,0.33
10409,1.93,2.03
10410,0.44,0.51
10411,1.06,1.12
10412,0.18,0.2
10413,1.12,1.2
10414,3.89,4.1
10415,2.26,2.38
10416,0.36,0.41
10417,0.99,1.05
10418,0.86,0.97
10419,1.32,1.41
10420,1.08,1.28
10421,0.35,0.4
10422,0.68,0.74
10423,0.55,0.63
10424,0.36,0.45
10425,0.16,0.18
10426,0.75,0.8
10427,0.41,0.43
10428,2.23,2.35
10429,0.21,0.22
10430,0.38,0.48
10431,0.89,0.98
10432,1.22,1.3
10433,0.32,0.38
10434,1.23,1.52
10435,1.05,1.12
10436,1.1,1.17
10437,1.86,1.96
10438,0.7,0.79
10439,0.33,0.38
10440,1,1.06
10441,0.39,0.5
10442,0.46,0.49
10443,0.28,0.33
10444,1.62,1.72
10445,0.37,0.42
10446,0.99,1.04
10447,0.19,0.21
10448,1.65,1.77
10449,1.42,1.5
10450,1.05,1.11
10451,1.42,1.5
10452,0.46,0.54
10453,0.29,0.33
10454,0.24,0.28
10455,0.39,0.44
10456,0.54,0.61
10457,1.74,1.86
10458,2.81,3.23
10459,2.29,2.48
10460,0.27,0.29
10461,5.43,5.79
10462,0.66,0.71
10463,1.5,1.59
10464,0.27,0.32
10465,1.07,1.13
10466,4.73,4.99
10467,0.77,0.81
10468,1.75,1.88
10469,1.68,1.8
10470,1.79,1.88
10471,4.29,4.53
10472,1.3,1.39
10473,1.84,1.93
10474,0.39,0.41
10475,5,5.23
10476,0.47,0.56
10477,0.65,0.74
10478,0.4,0.45
10479,1.33,1.4
10480,3.79,3.96
10481,0.59,0.63
10482,4.65,5.08
10483,4.52,4.8
10484,0.55,0.62
10485,0.84,0.89
10486,7.04,7.43
10487,0.61,0.65
10488,3.11,3.27
10489,1.33,1.42
10490,5.99,6.34
10491,0.74,0.83
10492,0.67,0.72
10493,0.45,0.56
10494,4.11,4.41
10495,0.16,0.17
10496,3.68,4.15
10497,0.87,0.92
10498,1.52,1.6
10499,3.7,3.89
10500,0.94,1
10501,0.27,0.31
10502,0.91,1
10503,4.78,5
10504,0.83,0.9
10505,0.81,0.92
10506,0.47,0.56
10507,0.2,0.22
10508,0.31,0.36
10509,7.76,8.27
10510,0.85,0.9
10511,0.45,0.51
10512,1.52,1.61
10513,0.3,0.35
10514,1.15,1.22
10515,0.19,0.23
10516,0.28,0.31
10517,0.16,0.18
10518,0.25,0.3
10519,6.1,6.42
10520,3.13,3.29
10521,1.34,1.47
10522,0.91,1
10523,3.11,3.31
10524,1.03,1.14
10525,2.41,2.52
10526,3.48,3.66
10527,2.47,2.76
10528,0.27,0.3
10529,0.22,0.25
10530,0.41,0.5
10531,0.31,0.39
10532,0.78,0.87
10533,1.68,1.77
10534,1.8,1.89
10535,1.68,1.8
10536,1.65,1.73
10537,0.23,0.25
10538,0.79,0.85
10539,2.11,2.22
10540,0.22,0.24
10541,0.48,0.51
10542,5.64,6.14
10543,1.35,1.5
10544,5.25,5.52
10545,1.23,1.29
10546,0.68,0.72
10547,0.38,0.43
10548,0.7,0.79
10549,0.41,0.46
10550,0.3,0.32
10551,0.23,0.27
10552,0.81,0.85
10553,3.49,3.67
10554,0.34,0.42
10555,0.3,0.34
10556,1.25,1.34
10557,0.68,0.76
10558,1.9,2.26
10559,5.5,6
10560,0.29,0.33
10561,3.86,4.08
10562,0.63,0.68
10563,0.34,0.37
10564,0.54,0.6
10565,2.32,2.44
10566,0.61,0.68
10567,4.3,4.67
10568,2.67,2.82
10569,0.32,0.36
10570,0.7,0.76
10571,0.76,0.82
10572,0.33,0.36
10573,0.4,0.44
10574,0.46,0.52
10575,0.82,0.92
10576,0.64,0.71
10577,3.14,3.31
10578,0.34,0.37
10579,5.12,5.38
10580,4.51,4.87
10581,2.06,2.17
10582,14.72,15.44
10583,2.06,2.17
10584,3.8,4.06
10585,3.49,3.68
10586,3.61,3.8
10587,1.56,1.65
10588,0.63,0.68
10589,0.88,0.93
10590,0.58,0.62
10591,0.92,0.99
10592,3.6,3.78
10593,2.53,2.71
10594,1.68,1.77
10595,2.62,2.74
10596,0.66,0.71
10597,0.57,0.6
10598,0.54,0.59
10599,0.35,0.39
10600,1.23,1.33
10601,0.67,0.73
10602,0.5,0.57
10603,0.72,0.78
10604,2.58,2.72
10605,0.42,0.46
10606,1.7,1.79
10607,0.51,0.56
10608,0.45,0.48
10609,0.74,0.8
10610,4.07,4.28
10611,0.35,0.38
10612,3.35,3.73
10613,0.47,0.51
10614,0.52,0.58
10615,0.4,0.44
10616,0.65,0.71
10617,0.68,0.72
10618,1.39,1.48
10619,0.65,0.72
10620,2.22,2.36
10621,0.49,0.56
10622,1.16,1.22
10623,5.29,5.55
10624,0.32,0.36
10625,1.11,1.22
10626,6.77,7.14
10627,5.02,5.43
10628,2.73,2.89
10629,1.11,1.24
10630,2.82,2.97
10631,0.65,0.74
10632,2.4,2.54
10633,4.62,4.84
10634,0.57,0.66
10635,1.81,1.91
10636,2.09,2.22
10637,0.37,0.4
10638,2.42,2.55
10639,0.57,0.62
10640,2.44,2.59
10641,2.18,2.28
10642,7.04,7.36
10643,1.03,1.14
10644,0.74,0.84
10645,0.45,0.51
10646,1.52,1.61
10647,1.5,1.61
10648,2.07,2.19
10649,0.48,0.56
10650,1.08,1.15
10651,0.38,0.42
10652,2.2,2.31
10653,0.59,0.64
10654,2.03,2.16
10655,2.58,2.74
10656,2.38,2.49
10657,0.37,0.41
10658,2.01,2.18
10659,0.65,0.72
10660,0.67,0.74
10661,0.3,0.33
10662,0.61,0.65
10663,0.38,0.45
10664,0.39,0.43
10665,1.16,1.24
10666,0.41,0.48
10667,0.48,0.55
10668,0.59,0.64
10669,0.61,0.67
10670,0.41,0.44
10671,0.56,0.62
10672,2.79,2.94
10673,1.47,1.57
10674,0.44,0.51
10675,1.08,1.14
10676,0.6,0.69
10677,5.57,5.87
10678,0.44,0.48
10679,0.35,0.4
10680,0.55,0.59
10681,0.43,0.47
10682,1.87,1.97
10683,0.9,0.97
10684,0.37,0.42
10685,0.4,0.47
10686,0.7,0.75
10687,0.94,1.01
10688,0.68,0.72
10689,0.34,0.39
10690,0.62,0.67
10691,1.57,1.68
10692,0.71,0.77
10693,1.93,2.04
10694,0.36,0.4
10695,1.35,1.43
10696,4.06,4.26
10697,0.62,0.71
10698,3.86,4.07
10699,0.56,0.65
10700,0.36,0.41
10701,4.31,4.59
10702,0.88,0.94
10703,0.64,0.72
10704,0.41,0.49
10705,7.24,7.65
10706,8.2,8.57
10707,1.55,1.63
10708,1.79,1.88
10709,0.54,0.61
10710,0.68,0.77
10711,0.34,0.37
10712,0.54,0.59
10713,0.67,0.75
10714,0.97,1.07
10715,0.33,0.38
10716,2.5,2.64
10717,1,1.06
10718,0.46,0.53
10719,0.36,0.4
10720,3.34,3.54
10721,2.28,2.4
10722,0.36,0.4
10723,0.66,0.73
10724,0.75,0.81
10725,0.81,0.87
10726,0.35,0.39
10727,0.61,0.66
10728,0.52,0.6
10729,0.51,0.55
10730,5.51,5.8
10731,0.73,0.79
10732,6.06,6.37
10733,0.32,0.36
10734,1.88,2.05
10735,0.44,0.51
10736,7.07,7.5
10737,0.64,0.7
10738,0.77,0.81
10739,0.8,0.92
10740,0.84,0.9
10741,0.75,0.81
10742,1.34,1.42
10743,0.71,0.77
10744,0.47,0.51
10745,0.4,0.44
10746,2.65,2.8
10747,0.58,0.62
10748,0.72,0.77
10749,6.48,6.81
10750,2.11,2.24
10751,0.34,0.37
10752,1.97,2.08
10753,3.63,3.8
10754,0.56,0.63
10755,0.66,0.72
10756,0.49,0.52
10757,1.83,2.15
10758,0.45,0.5
10759,0.3,0.33
10760,0.47,0.51
10761,4.62,4.93
10762,3.59,3.81
10763,4.16,4.44
10764,0.63,0.69
10765,0.5,0.56
10766,0.58,0.62
10767,0.42,0.45
10768,3.23,3.38
10769,1.8,1.9
10770,0.53,0.6
10771,0.54,0.6
10772,7.86,8.32
10773,3.08,3.49
10774,4.7,4.91
10775,0.38,0.43
10776,0.54,0.61
10777,0.69,0.74
10778,0.95,1.02
10779,3.27,3.47
10780,1.62,1.87
10781,0.43,0.51
10782,1.04,1.12
10783,2.51,2.65
10784,6.15,6.43
10785,0.64,0.73
10786,7.46,7.93
10787,1.12,1.2
10788,0.39,0.43
10789,2.54,2.86
10790,0.36,0.41
10791,1.12,1.2
10792,2.08,2.26
10793,1.23,1.33
10794,0.49,0.54
10795,0.58,0.63
10796,2.28,2.42
10797,0.7,0.75
10798,0.76,0.82
10799,0.76,0.81
10800,0.98,1.05
10801,0.36,0.41
10802,0.52,0.56
10803,2.9,3.03
10804,1.56,1.64
10805,8.5,9.13
10806,1.92,2.02
10807,4.12,4.3
10808,0.66,0.7
10809,0.51,0.58
10810,2.98,3.14
10811,4.17,4.41
10812,1.54,1.64
10813,3.95,4.19
10814,0.57,0.61
10815,0.94,0.99
10816,1.66,1.75
10817,0.41,0.46
10818,0.33,0.37
10819,0.44,0.47
10820,2.15,2.28
10821,4.59,4.83
10822,0.58,0.65
10823,0.66,0.73
10824,2.97,3.2
10825,3.24,3.41
10826,0.52,0.58
10827,1.24,1.31
10828,3.23,3.38
10829,0.55,0.59
10830,0.64,0.69
10831,0.56,0.62
10832,0.3,0.35
10833,0.68,0.73
10834,1.18,1.3
10835,1.17,1.25
10836,0.68,0.72
10837,1.12,1.2
10838,0.49,0.53
10839,4.48,4.8
10840,9.94,10.39
10841,0.51,0.57
10842,0.32,0.35
10843,1.42,1.52
10844,1.52,1.65
10845,0.76,0.81
10846,0.61,0.65
10847,4.46,4.94
10848,0.53,0.6
10849,0.87,1.02
10850,0.9,1
10851,2.98,3.16
10852,0.44,0.51
10853,0.68,0.76
10854,12.4,12.97
10855,0.55,0.59
10856,0.62,0.69
10857,0.37,0.41
10858,0.56,0.61
10859,7.4,7.78
10860,0.31,0.34
10861,1.33,1.46
10862,0.75,0.81
10863,0.73,0.79
10864,0.5,0.55
10865,1.21,1.37
10866,2.49,2.64
10867,0.45,0.52
10868,7.44,7.96
10869,0.33,0.37
10870,6.82,7.23
10871,4.25,4.51
10872,1.44,1.52
10873,0.68,0.75
10874,0.78,0.83
10875,0.34,0.38
10876,0.65,0.72
10877,0.72,0.77
10878,2.06,2.17
10879,2.17,2.3
10880,0.64,0.68
10881,0.52,0.59
10882,1.59,1.78
10883,0.36,0.4
10884,5.83,6.13
10885,0.61,0.69
10886,1.01,1.08
10887,0.82,0.87
10888,1.65,1.74
10889,1.38,1.51
10890,0.33,0.36
10891,1.21,1.3
10892,0.46,0.49
10893,1.22,1.41
10894,0.64,0.7
10895,0.44,0.49
10896,1.31,1.39
10897,0.38,0.44
10898,0.75,0.81
10899,3.74,3.98
10900,5.57,5.88
10901,1.44,1.53
10902,1.23,1.31
10903,8.31,8.75
10904,8.46,8.95
10905,2.61,2.76
10906,0.55,0.58
10907,2.17,2.47
10908,0.51,0.58
10909,0.59,0.65
10910,1.12,1.22
10911,0.59,0.66
10912,5.38,5.62
10913,0.44,0.51
10914,0.68,0.73
10915,2.99,3.16
10916,0.43,0.46
10917,1.71,2
10918,0.67,0.75
10919,0.38,0.42
10920,0.66,0.73
10921,0.65,0.72
10922,2.54,2.67
10923,0.34,0.37
10924,0.61,0.66
10925,0.53,0.57
10926,2.48,2.62
10927,0.46,0.49
10928,0.14,0.16
10929,0.17,0.19
10930,0.3,0.33
10931,0.17,0.19
10932,0.15,0.17
10933,0.3,0.35
10934,1.81,1.89
10935,1.62,1.76
10936,3.66,3.84
10937,0.37,0.43
10938,0.11,0.12
10939,0.23,0.25
10940,1.02,1.09
10941,0.24,0.25
10942,0.35,0.39
10943,0.13,0.15
10944,0.11,0.12
10945,0.16,0.19
10946,0.41,0.44
10947,0.54,0.57
10948,0.19,0.21
10949,1.05,1.12
10950,0.2,0.23
10951,0.11,0.12
10952,0.09,0.11
10953,1.54,1.61
10954,0.11,0.13
10955,0.18,0.21
10956,0.14,0.16
10957,0.12,0.13
10958,0.13,0.15
10959,0.79,0.84
10960,0.17,0.19
10961,0.24,0.26
10962,0.23,0.28
10963,0.35,0.38
10964,0.4,0.44
10965,1.85,1.96
10966,0.42,0.48
10967,0.99,1.06
10968,1.1,1.16
10969,0.34,0.37
10970,0.27,0.29
10971,0.32,0.36
10972,0.15,0.17
10973,0.13,0.15
10974,0.23,0.26
10975,0.18,0.2
10976,0.15,0.17
10977,1.14,1.21
10978,0.41,0.44
10979,0.45,0.5
10980,0.39,0.43
10981,8.66,9.07
10982,0.74,0.79
10983,0.44,0.5
10984,0.32,0.34
10985,0.4,0.45
10986,0.37,0.39
10987,0.12,0.14
10988,0.27,0.29
10989,0.41,0.46
10990,0.26,0.3
10991,0.62,0.66
10992,0.11,0.13
10993,0.34,0.43
10994,0.15,0.17
10995,0.3,0.35
10996,0.26,0.29
10997,0.23,0.25
10998,0.16,0.18
10999,0.45,0.51
11000,0.29,0.33
11001,0.31,0.34
11002,0.45,0.51
11003,0.11,0.13
11004,0.3,0.34
11005,4.16,4.36
11006,0.12,0.14
11007,0.29,0.32
11008,0.14,0.16
11009,0.16,0.18
11010,0.14,0.16
11011,0.1,0.12
11012,0.25,0.27
11013,0.38,0.45
11014,0.49,0.53
11015,0.11,0.12
11016,0.18,0.21
11017,1.48,1.55
11018,0.13,0.14
11019,0.5,0.52
11020,0.44,0.48
11021,0.17,0.2
11022,0.21,0.23
11023,0.13,0.14
11024,1.35,1.44
11025,4.84,5.07
11026,0.26,0.32
11027,0.14,0.16
11028,0.48,0.5
11029,1.58,1.67
11030,0.41,0.44
11031,1.15,1.23
11032,0.42,0.46
11033,0.18,0.21
11034,0.3,0.33
11035,14.55,15.28
11036,0.16,0.19
11037,1.42,1.49
11038,1.22,1.3
11039,0.1,0.12
11040,0.17,0.2
11041,0.13,0.15
11042,0.32,0.41
11043,0.14,0.16
11044,0.24,0.26
11045,0.11,0.13
11046,0.22,0.25
11047,0.17,0.19
11048,0.09,0.08
11049,0.2,0.23
11050,1.02,1.1
11051,0.13,0.14
11052,0.16,0.18
11053,0.89,0.94
11054,0.17,0.2
11055,1.64,1.71
11056,0.6,0.64
11057,0.16,0.19
11058,0.48,0.51
11059,0.11,0.13
11060,0.15,0.17
11061,1.1,1.16
11062,0.19,0.22
11063,0.59,0.63
11064,0.15,0.17
11065,1.33,1.41
11066,0.14,0.16
11067,0.14,0.16
11068,0.15,0.17
11069,1.16,1.22
11070,0.11,0.12
11071,0.15,0.17
11072,0.42,0.49
11073,1.69,1.79
11074,0.48,0.51
11075,1.24,1.31
11076,0.56,0.6
11077,0.23,0.26
11078,1.08,1.17
11079,0.09,0.11
11080,0.17,0.2
11081,0.17,0.19
11082,0.23,0.25
